25.403	-9.6898	6.1911	1.6152	-6.6521	19.042	-23.328	11.463	-9.3174	1.9337	3.9936	-15.649	23.408	-12.705	12.012	-5.3931	-1.1502	11.529	-22.402	13.357	-14.148	8.602	-1.7469	-7.9981	3.1686	4.1569	-11.027	15.454	-13.425	20.722	-7.5884	-1.3206	8.1496	-13.872	13.3	-22.619	12.177	-1.577	-4.8937	11.646	-12.558	23.466	-16.201	4.4016	1.4108	-8.8793	11.233	-26.588	-22.631	13.325	-15.834	11.9	-5.0879	-0.92103	16.692	-12.618	16.444	-14.065	7.6371	-4.1312	-12.759	11.326	-16.291	15.578	-9.8319	8.9917	8.2341	-9.508	15.382	-16.367	11.571	-15.253	-22.96	7.4961	-2.8202	-5.0479	8.9751	-21.527	22.185	-9.7143	6.2312	1.572	-6.6209	19.006	-23.335	11.482	-9.3529	1.9767	3.9597	-15.602	23.402	-12.716	12.041	-5.4338	-1.1147	13.249	2.5533	-6.7697	13.368	-16.314	12.937	-17.904	2.7092	4.1229	-10.995	15.44	-13.427	20.752	-7.6474	-1.285	8.1117	-13.849	13.295	-22.636	12.23	-1.6127	-4.8521	11.615	-12.545	26.84
-14.646	9.2141	-7.7334	2.7747	1.7024	-9.5021	16.293	-9.3267	9.4307	-5.1415	0.34788	6.3475	-15.157	9.542	-10.69	7.27	-2.3818	-2.8982	13.316	-9.3146	11.454	-9.0609	4.3054	-0.68441	-8.399	0.22659	4.5002	-8.9974	9.188	-16.476	10.309	-2.2641	-2.0861	7.1916	-8.4237	16.642	-12.876	4.1965	-0.42472	-5.052	7.2687	-16.034	14.846	-5.9342	2.9159	2.6781	-5.7763	16.844	11.729	-8.4805	11.669	-10.643	6.3327	-4.9062	-7.2779	7.3468	-11.255	11.431	-7.7145	8.2054	3.8962	-5.8721	10.319	-11.688	8.7384	-11.124	-0.33357	4.125	-8.9038	11.403	-9.3568	15.414	18.656	-7.6429	5.7044	-0.30994	-3.6499	12.186	-16.674	8.6889	-7.7564	2.8046	1.6773	-9.4657	16.284	-9.3317	9.4486	-5.1692	0.37318	6.3066	-15.138	9.5417	-10.702	7.2938	-2.4063	-3.3642	4.5855	1.7967	-6.6804	10.372	-9.5246	15.562	-7.3031	0.25186	4.472	-8.978	9.1813	-16.483	10.344	-2.2886	-2.0558	7.1675	-8.4121	16.639	-12.904	4.2193	-0.45547	-5.0243	7.2525	-18.356
-11.238	6.5619	-4.4493	0.79556	2.0835	-7.8538	11.521	-6.2002	5.7948	-2.5025	-0.69159	5.8577	-11.073	6.5473	-6.8712	4.0935	-0.73226	-3.5896	10.112	-6.5906	7.629	-5.4944	2.1222	1.3901	-4.0901	-0.77519	4.1389	-6.8988	6.553	-11.051	5.7924	-0.64863	-2.5527	5.8314	-6.2149	11.515	-7.7983	2.0423	0.84809	-4.4933	5.5886	-11.444	9.4422	-3.3413	0.89588	2.9467	-4.7028	12.426	9.5122	-6.2434	8.0688	-6.8286	3.6472	-1.8106	-6.4552	5.633	-8.0271	7.6022	-4.7434	4.212	4.2538	-4.7612	7.613	-8.0229	5.6195	-6.4179	-1.8549	3.6686	-6.8455	8.0714	-6.2349	9.4764	12.409	-4.6847	2.9174	0.92713	-3.3634	9.468	-11.438	5.5748	-4.467	0.8168	2.0667	-7.8313	11.518	-6.2061	5.8095	-2.5228	-0.67418	5.8312	-11.064	6.5496	-6.8823	4.1118	-0.74968	-4.1389	1.339	2.1465	-5.5175	7.6395	-6.5886	10.09	-3.5469	-0.75778	4.1207	-6.8879	6.5508	-11.06	5.8189	-0.66604	-2.5325	5.8167	-6.2091	11.517	-7.8208	2.0591	0.82686	-4.4755	5.5793	-13.096
4.8403	-3.3551	4.4977	-1.7311	-0.087934	2.7963	-5.9833	3.6659	-3.9965	2.5799	-0.70026	-1.4947	5.3483	-3.626	4.3456	-3.309	1.4559	0.12373	-4.4648	3.4179	-4.493	3.8845	-2.144	1.3957	4.2132	-0.6544	-1.0683	2.9762	-3.3396	6.416	-4.6998	1.4129	0.10804	-2.1852	2.9354	-6.2651	5.5262	-2.1058	0.85724	1.2928	-2.3951	5.8234	-6.096	2.7011	-1.7827	-0.34045	1.7435	-5.8705	-3.5631	2.9634	-4.3963	4.3339	-2.8326	2.8144	1.8733	-2.4303	4.0911	-4.4909	3.2674	-3.984	-0.51556	1.7844	-3.596	4.4396	-3.5504	4.9688	-0.86614	-1.0557	2.934	-4.1822	3.6688	-6.5293	-7.3291	3.246	-2.7763	0.81378	0.86245	-3.9548	6.3381	-3.5382	3.4697	-1.7421	-0.07811	2.781	-5.977	3.6663	-4.0019	2.5896	-0.70984	-1.4782	5.3386	-3.6243	4.3485	-3.3169	1.4649	0.16058	-2.8462	-0.1248	1.9684	-3.6222	3.5869	-6.2728	3.6693	-0.66395	-1.0569	2.9674	-3.3356	6.4162	-4.7113	1.4218	0.096221	-2.1749	2.9297	-6.2615	5.5347	-2.1138	0.86883	1.2815	-2.3878	6.6699
2.9956	1.6706	-5.4571	8.7681	-5.7906	5.8863	3.5333	-4.7848	8.1611	-9.0472	6.64	-8.2118	-0.79093	3.4674	-7.1326	8.9068	-7.1812	10.156	-1.9883	-1.9891	5.7731	-8.3527	7.3893	-13.269	-14.765	6.5986	-5.7236	1.8082	1.5981	-7.764	12.717	-7.1584	7.0929	-3.6658	-0.015721	5.3737	-11.939	7.3861	-8.1328	5.3533	-1.5674	-2.734	10.607	-7.2711	8.7955	-6.7923	3.0778	0.04008	-5.989	-0.10972	3.8054	-7.1867	7.1883	-12.676	7.5874	-1.4754	-1.9584	5.8416	-6.6537	12.911	-9.6495	2.9919	0.020304	-4.2252	5.8106	-12.547	11.264	-4.3697	1.9186	2.4128	-4.6977	13.305	9.528	-6.6944	9.0516	-8.0931	4.6881	-3.321	-6.0815	5.8682	-8.8054	8.7743	-5.803	5.9171	3.5002	-4.7696	8.1506	-9.0482	6.6488	-8.2384	-0.75652	3.4498	-7.1176	8.9024	-7.186	11.595	14.321	-5.7447	4.1102	0.10923	-3.0885	9.7717	-12.906	6.6072	-5.7421	1.8316	1.5788	-7.7368	12.711	-7.163	7.1075	-3.6877	0.0038702	5.3426	-11.925	7.3866	-8.143	5.3724	-1.5865	-3.1653
-1.3508	2.283	-4.2169	4.9397	-2.037	0.71318	4.2705	-3.5581	4.9374	-4.5453	2.7376	-2.2016	-2.9664	3.0646	-4.7427	4.8606	-3.311	3.5881	1.5245	-2.4289	4.3281	-4.95	3.731	-5.4689	-7.4194	2.6997	-1.5213	-0.84269	2.2492	-6.0079	6.9273	-3.2813	2.4951	-0.22163	-1.4778	5.0732	-7.062	3.7107	-3.3528	1.2756	0.63779	-3.903	6.8691	-3.9678	4.0552	-2.2704	0.23177	2.9584	-0.36556	-1.5256	3.5724	-4.7563	4.004	-5.9671	1.7875	0.68853	-2.7555	4.3516	-4.0299	6.6384	-3.2095	0.18042	1.8106	-3.7449	3.8689	-7.0012	4.4826	-1.041	-0.78184	2.9645	-3.5282	8.0562	7.1	-4.0338	4.6455	-3.3167	1.2524	0.78972	-5.3641	3.8834	-4.9046	4.0272	-2.0464	0.73198	4.2554	-3.5528	4.9363	-4.5505	2.7456	-2.2195	-2.9492	3.0574	-4.7388	4.863	-3.3172	4.0868	6.5745	-2.002	0.4901	1.8558	-2.9088	6.6577	-6.4784	2.7076	-1.5336	-0.82988	2.2402	-5.9982	6.931	-3.2874	2.5062	-0.23463	-1.4678	5.0602	-7.0615	3.7149	-3.3623	1.2882	0.62724	-4.4825
-10.95	1.7024	2.7736	-7.7317	9.2126	-12.856	2.1656	2.79	-7.6688	10.889	-9.5304	14.832	-5.6557	-0.77139	5.6025	-9.7273	9.4063	-16.118	8.8833	-1.2831	-3.2763	8.1146	-8.8456	19.051	17.767	-9.5245	10.372	-6.6803	1.7965	3.9243	-13.92	9.4259	-11.285	8.5789	-3.7616	-0.3629	11.632	-8.8898	11.674	-10.079	5.5522	-3.2153	-8.8035	7.9415	-11.521	11.112	-7.0852	7.5092	14.007	-3.65	-0.30902	5.7028	-7.6414	16.288	-14.339	5.4531	-2.1996	-3.3864	6.2408	-15.149	15.828	-7.0029	4.6064	0.91282	-4.5508	13.307	-16.582	8.2281	-6.7992	1.6031	2.6495	-12.484	-5.5181	6.3325	-10.642	11.667	-8.479	10.32	1.3809	-4.6571	9.361	-11.54	9.2194	-12.885	2.2095	2.7657	-7.6455	10.878	-9.5319	14.852	-5.6973	-0.74592	5.5753	-9.7102	9.4022	-18.426	-18.832	9.1879	-8.9975	4.5005	0.22643	-7.2636	15.546	-9.5257	10.386	-6.7057	1.8216	3.8812	-13.895	9.4216	-11.292	8.5999	-3.785	-0.31865	11.6	-8.8803	11.675	-10.095	5.5729	-3.6294
14.139	-4.0828	0.56366	4.6249	-6.7792	15.081	-6.4359	-0.054649	4.5529	-8.7055	8.7478	-15.485	9.3651	-1.8767	-2.2936	7.0498	-8.08	15.742	-11.86	3.7211	-0.072116	-5.067	7.0372	-17.489	-14.202	8.7752	-10.846	8.6424	-4.163	0.83535	10.114	-8.1301	11.037	-9.9133	5.7786	-4.1845	-7.2935	7.1078	-10.715	10.724	-7.1261	7.3394	4.1344	-5.7558	9.8971	-11.037	8.1429	-11.543	-16.182	5.6905	-2.8836	-2.3995	5.3692	-13.779	15.281	-7.0553	5.0987	0.036334	-3.6943	11.826	-15.743	8.0926	-7.0772	2.3285	1.8481	-9.3236	15.475	-8.7546	8.7273	-4.5854	0.083889	7.3948	0.051017	-3.7988	8.3238	-10.741	8.8585	-12.885	3.2488	1.9602	-6.5778	9.945	-9.0093	14.526	-6.474	-0.030749	4.5264	-8.6878	8.7423	-15.493	9.3986	-1.9003	-2.2651	7.0275	-8.0695	18.01	16.226	-9.0126	10.163	-6.9934	2.3776	2.511	-12.439	8.7695	-10.851	8.6607	-4.1845	0.87727	10.082	-8.1195	11.036	-9.9262	5.7971	-4.2249	-7.2561	7.0928	-10.708	10.731	-7.1408	8.3546
-17.698	8.7489	-8.7068	4.5539	-0.055083	-6.4361	15.082	-6.7802	4.6264	0.56249	-4.0822	12.308	-15.704	7.8946	-6.6656	1.8116	2.2666	-9.9182	15.598	-8.6429	8.3955	-4.1017	-0.34586	8.1693	0.90905	-4.1843	8.6604	-10.851	8.7695	-12.439	2.511	2.3775	-6.9933	10.163	-9.0125	14.22	-5.7829	-0.46037	5.0014	-9.0032	8.8375	-15.341	8.7862	-1.4782	-2.7776	7.4257	-8.2523	18.016	16.582	-9.0103	9.9461	-6.5786	1.9606	3.2489	-12.886	8.8593	-10.742	8.3249	-3.7994	0.1272	10.647	-8.2972	11.039	-9.6849	5.4618	-3.4974	-7.9141	7.3502	-10.825	10.596	-6.8708	7.5851	13.591	-3.6953	0.03753	5.0977	-7.055	15.281	-13.78	5.3701	-2.4007	-2.8826	5.6899	-14.109	15.094	-6.7957	4.6526	0.53349	-4.061	12.282	-15.707	7.9061	-6.6885	1.8402	2.2436	-11.383	-4.6961	5.7787	-9.9133	11.037	-8.1302	10.114	0.83556	-4.1631	8.6425	-10.846	8.7753	-12.465	2.5523	2.3543	-6.9706	10.152	-9.0132	14.238	-5.8217	-0.43627	4.9753	-8.9863	8.8329	-17.539
16.923	-9.5316	10.89	-7.6695	2.7902	2.1664	-12.858	9.2137	-7.7331	2.7746	1.7021	-9.5014	16.293	-9.3261	9.4301	-5.1414	0.34793	6.3468	-15.155	9.5415	-10.69	7.2695	-2.3818	-3.413	4.5372	1.8215	-6.7055	10.386	-9.5258	15.546	-7.2636	0.22658	4.5004	-8.9975	9.1879	-16.476	10.309	-2.264	-2.0862	7.1918	-8.4237	16.641	-12.876	4.1965	-0.42462	-5.052	7.2687	-18.369	-14.678	9.2204	-11.541	9.3616	-4.6572	1.3803	10.321	-8.48	11.669	-10.643	6.3328	-4.9069	-7.277	7.3463	-11.255	11.431	-7.7145	8.2058	3.8953	-5.8716	10.318	-11.688	8.7383	-12.651	-17.372	6.2419	-3.3875	-2.1989	5.453	-14.339	16.289	-7.6425	5.7041	-0.30984	-3.6497	12.185	-16.673	8.6884	-7.756	2.8045	1.6773	-9.4652	16.283	-9.3312	9.448	-5.1688	0.37318	7.3064	-0.51452	-3.7617	8.579	-11.285	9.426	-13.92	3.924	1.7966	-6.6804	10.372	-9.5245	15.563	-7.3034	0.25187	4.4719	-8.9779	9.1814	-16.483	10.344	-2.2887	-2.0558	7.1675	-8.412	19.04
